,id,raw_name,depth_ordering_rank,crop,header_id,num_mask_points,xmin,ymin,xmax,ymax,width,height,coco_label
36971,23,suitcase,24,0,4901,22,378,1348,539,1537,161,189,suitcase
36972,24,person,25,0,4901,29,1294,1068,1396,1324,102,256,person
36973,26,person,27,0,4901,25,1242,1047,1296,1233,54,186,person
36974,27,person,28,0,4901,15,1191,1124,1250,1229,59,105,person
36975,28,person,29,0,4901,16,1434,1041,1491,1212,57,171,person
36976,29,person,30,0,4901,17,1379,1079,1444,1198,65,119,person
36977,30,person,31,0,4901,19,1491,1049,1534,1176,43,127,person
36978,31,person,32,0,4901,23,1581,1027,1632,1179,51,152,person
36979,32,person,33,0,4901,20,1553,1021,1602,1168,49,147,person
36980,33,person,34,0,4901,19,727,1076,766,1224,39,148,person
36981,3,bus,4,0,4902,28,63,159,165,231,102,72,bus
36982,4,bus,5,0,4902,20,151,155,269,227,118,72,bus
36983,4,car,5,1,4933,25,0,955,554,1390,554,435,car
36984,7,chair,8,0,4933,21,807,1015,948,1211,141,196,chair
36985,8,chair,9,0,4933,16,1003,1041,1169,1208,166,167,chair
36986,42,chair,12,1,4935,17,1687,756,1891,1037,204,281,chair
36987,43,chair,13,0,4935,15,432,820,640,1164,208,344,chair
36988,71,table,36,1,4935,15,937,831,1319,1154,382,323,dining table
36989,0,motorbike,1,0,4936,62,840,547,1760,1172,920,625,motorcycle
36990,2,motorbike,2,1,4936,100,199,555,765,997,566,442,motorcycle
36991,3,motorbike,3,1,4936,131,568,554,1127,1041,559,487,motorcycle
36992,4,person,4,1,4936,48,250,509,419,747,169,238,person
36993,1,car,2,0,4940,24,565,298,1020,674,455,376,car
36994,11,person,12,1,4940,32,665,336,801,567,136,231,person
36995,0,person,1,0,4941,101,27,339,157,687,130,348,person
36996,1,person,2,0,4941,93,368,302,484,704,116,402,person
36997,3,person,4,0,4941,102,484,318,593,667,109,349,person
36998,4,hat,5,0,4941,16,519,318,581,344,62,26,hat
36999,5,person,6,1,4941,52,720,375,793,556,73,181,person
37000,6,person,7,0,4941,75,777,460,919,675,142,215,person
37001,9,person,10,1,4941,62,885,427,1034,645,149,218,person
37002,14,window,15,0,4943,15,68,422,337,521,269,99,window
37003,3,bench,3,1,4944,20,415,433,611,510,196,77,bench
37004,10,person,11,0,4945,73,649,942,848,1648,199,706,person
37005,2,car,3,0,24877,43,42,474,686,867,644,393,car
37006,0,window,1,0,73,88,58,2,999,240,941,238,window
37007,2,sofa,3,1,73,54,233,228,419,450,186,222,couch
37008,3,person,4,0,73,76,1,46,274,450,273,404,person
37009,11,fork,12,0,73,25,218,218,273,338,55,120,fork
37010,12,table,13,1,73,60,85,344,807,450,722,106,dining table
37011,13,bowl,14,0,73,21,590,338,724,376,134,38,bowl
37012,14,fork,15,0,73,26,604,202,644,352,40,150,fork
37013,15,plate,16,0,73,21,403,341,596,374,193,33,plate
37014,16,plate,17,0,73,21,207,345,385,375,178,30,plate
37015,19,fork,20,0,73,17,454,271,514,337,60,66,fork
37016,20,person,21,1,73,105,303,22,620,450,317,428,person
37017,31,person,32,1,73,111,517,42,844,416,327,374,person
37018,42,person,43,0,73,101,587,36,999,450,412,414,person
37019,2,person,3,1,74,33,436,1,543,130,107,129,person
37020,3,person,4,1,74,29,541,1,622,115,81,114,person
37021,4,person,5,1,74,23,185,231,277,295,92,64,person
37022,5,person,6,1,74,37,171,7,239,135,68,128,person
37023,6,person,7,1,74,59,0,11,33,466,33,455,person
37024,12,person,13,1,74,100,20,3,279,466,259,463,person
37025,13,person,14,1,74,127,1,33,301,466,300,433,person
37026,21,person,22,1,74,103,310,128,531,467,221,339,person
37027,36,person,37,1,74,80,524,110,700,467,176,357,person
37028,8,bench,9,0,75,36,273,1244,527,1467,254,223,bench
37029,9,person,10,0,75,25,364,1207,508,1380,144,173,person
37030,14,person,15,0,75,113,497,700,1064,2120,567,1420,person
37031,12,bicycle,13,0,4984,44,499,334,566,423,67,89,bicycle
37032,16,person,17,0,4984,26,74,275,139,444,65,169,person
37033,17,person,18,0,4984,17,209,289,232,352,23,63,person
37034,20,person,21,0,4984,19,254,280,273,336,19,56,person
37035,12,person,13,0,4986,65,132,100,227,313,95,213,person
37036,13,person,14,0,4986,33,116,94,169,293,53,199,person
37037,18,backpack,19,0,4986,15,200,149,233,203,33,54,backpack
37038,10,person,11,0,4987,18,533,343,552,369,19,26,person
37039,5,car,6,0,4988,21,308,234,439,292,131,58,car
37040,10,vase,11,0,4994,17,832,397,891,471,59,74,vase
37041,15,bird,16,0,4994,20,767,697,809,741,42,44,bird
37042,16,person,17,0,4994,18,304,506,324,556,20,50,person
37043,17,person,18,0,4994,17,287,511,303,558,16,47,person
37044,18,person,19,0,4994,19,179,537,210,572,31,35,person
37045,60,person,61,0,4994,22,761,522,793,553,32,31,person
37046,9,person,10,0,4995,18,144,155,154,178,10,23,person
37047,10,person,11,0,4995,15,257,160,267,183,10,23,person
37048,5,person,6,0,4997,34,8,306,41,402,33,96,person
37049,6,person,7,0,4997,29,179,312,220,416,41,104,person
37050,7,person,8,0,4997,24,162,306,196,407,34,101,person
37051,8,person,9,0,4997,25,131,307,158,400,27,93,person
37052,9,person,10,0,4997,22,114,314,135,406,21,92,person
37053,10,person,11,0,4997,20,93,314,113,386,20,72,person
37054,11,person,12,0,4997,17,56,315,71,377,15,62,person
37055,12,person,13,0,4997,17,79,314,95,376,16,62,person
37056,10,person,11,0,4998,27,363,185,389,245,26,60,person
37057,11,person,12,0,4998,39,219,190,267,317,48,127,person
37058,12,person,13,0,4998,39,174,193,215,311,41,118,person
37059,4,person,5,0,5001,16,434,251,443,274,9,23,person
37060,5,person,6,0,23013,101,493,348,591,647,98,299,person
37061,9,car,10,0,23017,15,346,524,383,547,37,23,car
37062,11,person,12,0,23017,18,233,497,250,537,17,40,person
37063,15,person,16,1,23017,16,284,493,301,533,17,40,person
37064,24,person,25,0,23017,21,409,522,424,547,15,25,person
37065,25,person,26,0,23017,15,424,526,430,547,6,21,person
37066,26,person,27,0,23017,19,434,522,445,549,11,27,person
37067,27,person,28,0,23017,16,465,507,471,529,6,22,person
37068,28,person,29,0,23017,16,457,507,464,529,7,22,person
37069,8,backpack,9,0,23020,21,883,429,1023,678,140,249,backpack
37070,13,person,14,1,23020,73,449,241,670,677,221,436,person
37071,14,person,15,1,23020,101,135,252,432,677,297,425,person
37072,16,person,17,1,23020,32,0,163,57,676,57,513,person
37073,17,person,18,1,23020,102,1,90,271,625,270,535,person
37074,5,chair,4,0,23021,22,361,491,400,523,39,32,chair
37075,8,table,7,0,23021,22,123,494,186,530,63,36,dining table
37076,9,bench,8,0,23021,19,165,506,200,527,35,21,bench
37077,7,person,8,0,5014,20,125,152,143,192,18,40,person
37078,27,boat,28,1,5015,34,3,1255,636,1651,633,396,boat
37079,28,window,29,0,5015,18,1277,1145,1337,1237,60,92,window
37080,29,window,30,0,5015,17,1602,1145,1666,1238,64,93,window
37081,23,boat,24,1,5018,20,899,1270,1195,1320,296,50,boat
37082,58,person,59,1,5018,16,1295,1326,1321,1355,26,29,person
37083,14,boat,15,0,5021,17,111,138,181,224,70,86,boat
37084,16,person,17,0,5021,19,166,82,175,102,9,20,person
37085,18,person,19,0,5021,16,180,79,186,101,6,22,person
37086,15,person,15,0,5023,17,1077,862,1119,919,42,57,person
37087,17,person,17,0,5023,22,1652,842,1681,914,29,72,person
37088,20,car,20,0,5023,15,597,873,916,931,319,58,car
37089,21,car,21,0,5023,25,620,869,708,936,88,67,car
37090,22,car,22,0,5023,28,755,866,850,932,95,66,car
37091,23,car,23,0,5023,35,909,868,1029,931,120,63,car
37092,29,car,29,0,5023,21,1477,826,1636,880,159,54,car
37093,31,car,31,1,5023,16,1108,828,1177,881,69,53,car
37094,9,boat,10,1,24891,15,533,446,640,516,107,70,boat
37095,11,person,12,1,24891,15,363,416,375,443,12,27,person
37096,6,car,7,0,5056,24,237,215,334,250,97,35,car
37097,7,car,8,0,5056,18,178,212,236,252,58,40,car
37098,8,car,9,0,5056,16,320,212,375,233,55,21,car
37099,9,car,10,0,5056,25,375,212,489,246,114,34,car
37100,16,car,17,0,5056,16,96,211,156,255,60,44,car
37101,17,car,18,1,5056,20,30,209,105,242,75,33,car
37102,10,car,11,0,5057,24,38,191,146,227,108,36,car
37103,12,car,13,0,5057,30,145,181,274,233,129,52,car
37104,14,car,15,1,5057,17,295,194,360,245,65,51,car
37105,12,car,13,1,5058,22,205,23,399,149,194,126,car
37106,13,car,14,0,5058,49,6,24,398,248,392,224,car
37107,6,car,7,0,5059,15,152,189,179,201,27,12,car
37108,7,car,8,0,5059,17,263,192,292,213,29,21,car
37109,8,car,9,0,5059,15,300,195,329,215,29,20,car
37110,10,car,11,0,5059,15,338,194,364,217,26,23,car
37111,11,car,12,0,5059,16,381,193,411,219,30,26,car
37112,12,car,13,0,5059,15,419,194,443,209,24,15,car
37113,8,chair,9,0,5060,18,610,601,691,718,81,117,chair
37114,21,person,22,1,5060,15,1221,496,1313,563,92,67,person
37115,22,car,23,1,5060,26,730,510,1245,682,515,172,car
37116,24,car,25,1,5060,22,569,515,730,658,161,143,car
37117,25,car,26,1,5060,23,310,469,631,602,321,133,car
37118,26,car,27,1,5060,30,223,526,610,744,387,218,car
37119,27,car,28,1,5060,39,2,555,528,842,526,287,car
37120,32,person,33,1,5060,17,699,528,793,685,94,157,person
37121,33,car,34,1,5060,32,594,555,1324,893,730,338,car
37122,34,car,35,1,5060,30,590,563,1597,1198,1007,635,car
37123,35,car,36,1,5060,21,0,579,270,863,270,284,car
37124,36,car,37,1,5060,20,0,755,327,1198,327,443,car
37125,2,car,3,0,5061,28,574,1045,1259,1299,685,254,car
37126,12,car,13,0,5061,34,9,1011,575,1291,566,280,car
37127,16,car,17,1,5061,21,1241,939,1444,1126,203,187,car
37128,18,car,19,1,5061,17,1536,910,2044,1092,508,182,car
37129,19,car,20,1,5061,22,1393,993,2046,1345,653,352,car
37130,45,door,46,0,5061,15,983,1056,1144,1228,161,172,door
37131,63,door,64,0,5061,16,312,1025,411,1214,99,189,door
37132,4,car,5,1,5062,22,0,401,253,563,253,162,car
37133,5,car,6,1,5062,27,948,400,1228,612,280,212,car
37134,6,car,7,0,5062,42,167,365,1032,808,865,443,car
37135,9,person,10,1,5062,25,917,393,966,511,49,118,person
37136,17,door,18,0,5062,18,256,385,422,677,166,292,door
37137,19,window,20,0,5062,16,287,392,401,462,114,70,window
37138,10,car,11,1,5063,15,98,123,134,142,36,19,car
37139,11,car,12,0,5063,21,129,124,169,146,40,22,car
37140,17,car,18,1,5063,15,287,126,320,148,33,22,car
37141,19,car,20,0,5063,18,234,134,279,174,45,40,car
37142,20,car,21,0,5063,24,173,131,222,170,49,39,car
37143,21,car,22,0,5063,26,66,130,125,166,59,36,car
37144,22,car,23,1,5063,22,18,129,81,163,63,34,car
37145,23,car,24,1,5063,17,0,129,38,160,38,31,car
37146,25,car,26,1,5063,20,192,180,320,214,128,34,car
37147,8,car,9,1,5064,21,946,487,1216,638,270,151,car
37148,9,car,10,1,5064,25,1139,492,1531,634,392,142,car
37149,11,car,12,0,5064,26,1181,522,1559,832,378,310,car
37150,12,car,13,0,5064,29,587,499,1004,760,417,261,car
37151,13,car,14,1,5064,28,273,485,673,680,400,195,car
37152,14,car,15,1,5064,31,40,466,389,636,349,170,car
37153,49,door,50,0,5064,16,531,492,603,635,72,143,door
37154,4,person,5,1,5086,25,605,298,639,409,34,111,person
37155,3,person,4,1,5088,21,147,251,194,292,47,41,person
37156,2,boat,3,0,5116,27,167,187,519,269,352,82,boat
37157,9,boat,10,0,5117,15,413,91,468,138,55,47,boat
37158,13,person,14,0,5117,16,391,157,405,191,14,34,person
37159,15,car,16,0,5118,51,102,113,303,197,201,84,car
37160,3,car,4,1,5119,29,216,267,569,454,353,187,car
37161,9,car,10,1,5120,37,45,157,272,267,227,110,car
37162,10,car,11,0,5120,40,182,161,395,279,213,118,car
37163,20,window,21,0,5120,19,198,175,286,206,88,31,window
37164,26,door,27,0,5120,19,292,169,343,247,51,78,door
37165,4,car,5,0,5121,37,97,272,530,464,433,192,car
37166,5,car,6,1,5121,25,439,253,647,351,208,98,car
37167,10,door,11,0,5121,16,356,320,450,420,94,100,door
37168,3,car,4,1,5122,34,124,97,284,225,160,128,car
37169,3,car,4,0,5123,32,102,108,230,207,128,99,car
37170,3,car,4,0,5124,34,52,95,286,181,234,86,car
37171,2,car,3,1,5125,30,956,281,1561,585,605,304,car
37172,3,car,4,1,5125,28,580,272,1174,626,594,354,car
37173,4,car,5,0,5125,29,193,318,692,658,499,340,car
37174,3,car,4,0,5126,43,46,100,192,173,146,73,car
37175,5,car,6,0,5127,27,398,554,629,729,231,175,car
37176,6,bicycle,7,0,5127,16,1307,597,1372,699,65,102,bicycle
37177,7,bicycle,8,0,5127,22,1132,586,1181,683,49,97,bicycle
37178,3,bicycle,4,1,5133,27,386,583,550,841,164,258,bicycle
37179,10,bench,11,0,5133,25,1108,609,1375,782,267,173,bench
37180,12,car,13,0,5133,45,513,553,1152,1109,639,556,car
37181,7,car,8,0,5134,33,143,110,240,170,97,60,car
37182,9,car,10,0,5137,33,68,215,332,320,264,105,car
37183,5,car,6,1,5138,27,0,229,406,359,406,130,car
37184,6,car,7,1,5138,20,81,423,445,570,364,147,car
37185,4,car,5,0,5139,36,64,100,200,189,136,89,car
37186,7,car,8,0,5140,34,423,732,1699,1350,1276,618,car
37187,13,door,14,0,5140,16,1051,777,1353,1202,302,425,door
37188,13,bird,14,0,5142,15,1136,57,1230,160,94,103,bird
37189,7,person,8,0,562,27,24,247,37,288,13,41,person
37190,8,person,9,0,562,28,139,247,153,279,14,32,person
37191,9,bicycle,10,0,562,55,131,261,164,287,33,26,bicycle
37192,10,person,11,0,562,18,75,263,89,282,14,19,person
37193,12,person,13,0,562,15,85,231,93,252,8,21,person
37194,13,person,14,0,562,15,92,236,98,252,6,16,person
37195,14,person,15,0,562,18,73,229,82,252,9,23,person
37196,15,person,16,0,562,23,56,229,65,254,9,25,person
37197,16,person,17,0,562,18,46,235,54,254,8,19,person
37198,3,car,4,0,5216,16,123,254,162,269,39,15,car
37199,5,window,6,0,93,20,346,312,388,441,42,129,window
37200,6,window,7,0,93,20,201,320,244,446,43,126,window
37201,9,person,10,0,93,15,264,686,284,737,20,51,person
37202,10,person,11,1,93,16,191,696,217,738,26,42,person
37203,11,person,12,1,93,36,288,659,407,800,119,141,person
37204,12,person,13,1,93,28,406,640,533,800,127,160,person
37205,14,person,15,1,93,19,195,702,249,788,54,86,person
37206,15,person,16,1,93,21,193,711,308,800,115,89,person
37207,16,person,17,1,93,22,148,701,194,800,46,99,person
37208,17,person,18,1,93,21,58,709,161,800,103,91,person
37209,18,person,19,1,93,20,0,674,44,800,44,126,person
37210,13,door,14,0,563,16,1761,1160,1796,1252,35,92,door
37211,0,person,1,0,5225,27,523,767,710,1071,187,304,person
37212,15,pot,16,0,5242,17,94,541,140,581,46,40,potted plant
37213,21,person,22,0,5242,19,457,518,482,601,25,83,person
37214,0,person,1,1,5245,25,404,536,557,767,153,231,person
37215,11,person,9,0,5245,28,266,608,285,669,19,61,person
37216,12,person,10,1,5245,16,123,607,133,636,10,29,person
37217,13,person,11,1,5245,18,140,606,151,635,11,29,person
37218,14,person,12,1,5245,15,147,608,157,636,10,28,person
37219,15,person,13,1,5245,15,167,604,179,636,12,32,person
37220,1,person,2,0,5249,31,547,597,785,1095,238,498,person
37221,11,person,12,1,5249,66,848,595,1060,1083,212,488,person
37222,12,person,13,1,5249,61,1044,625,1216,1073,172,448,person
37223,25,chair,26,0,5249,19,1314,788,1366,867,52,79,chair
37224,26,chair,27,0,5249,21,1255,792,1299,858,44,66,chair
37225,27,person,28,0,5249,32,1207,738,1246,849,39,111,person
37226,6,person,6,0,5252,46,787,545,875,853,88,308,person
37227,7,person,7,0,5252,58,852,516,954,852,102,336,person
37228,13,person,14,0,5258,15,277,943,306,993,29,50,person
37229,14,person,15,0,5258,17,304,941,330,994,26,53,person
37230,15,person,16,0,5258,16,329,923,352,990,23,67,person
37231,17,person,18,0,5258,22,394,914,425,990,31,76,person
37232,18,person,19,0,5258,18,427,912,449,991,22,79,person
37233,19,person,20,1,5258,16,445,914,464,989,19,75,person
37234,20,person,21,0,5258,21,476,911,508,991,32,80,person
37235,21,person,22,0,5258,21,513,915,542,989,29,74,person
37236,22,person,23,0,5258,18,537,912,569,988,32,76,person
37237,23,person,24,0,5258,20,590,917,614,988,24,71,person
37238,24,person,25,0,5258,19,657,920,675,987,18,67,person
37239,25,person,26,0,5258,19,617,914,636,988,19,74,person
37240,52,person,53,0,5258,16,902,939,915,980,13,41,person
37241,54,person,55,0,5258,17,861,938,881,982,20,44,person
37242,55,person,56,0,5258,16,832,947,856,984,24,37,person
37243,72,person,73,0,5258,17,1047,914,1062,977,15,63,person
37244,0,person,1,0,5262,23,1688,1335,2004,1647,316,312,person
37245,44,car,42,1,5262,15,1956,1421,2029,1514,73,93,car
37246,25,person,18,1,5263,17,319,603,478,745,159,142,person
37247,26,person,19,0,5263,15,275,483,389,627,114,144,person
37248,27,person,20,1,5263,35,604,561,736,661,132,100,person
37249,28,person,21,1,5263,34,580,568,655,666,75,98,person
37250,29,person,22,1,5263,30,514,598,614,688,100,90,person
37251,30,person,23,0,5263,41,760,467,838,603,78,136,person
37252,31,person,24,0,5263,35,736,413,784,532,48,119,person
37253,32,person,25,0,5263,38,727,340,775,436,48,96,person
37254,33,person,26,0,5263,26,779,371,814,496,35,125,person
37255,34,person,27,0,5263,36,838,422,889,546,51,124,person
37256,9,person,10,0,5264,18,22,227,29,254,7,27,person
37257,10,person,11,0,5264,19,8,230,14,254,6,24,person
37258,6,door,7,0,5267,42,647,852,871,1187,224,335,door
37259,7,door,8,0,5267,45,861,842,1108,1190,247,348,door
37260,1,bench,1,0,5268,16,0,1134,181,1332,181,198,bench
37261,24,person,24,1,5268,42,562,997,624,1285,62,288,person
37262,25,person,25,0,5268,37,515,1004,597,1301,82,297,person
37263,27,person,27,0,5268,20,1175,973,1216,1152,41,179,person
37264,28,person,28,0,5268,17,983,1013,1024,1095,41,82,person
37265,0,motorbike,1,0,5269,46,159,987,839,1421,680,434,motorcycle
37266,1,person,2,1,5269,19,366,878,567,1175,201,297,person
37267,6,car,7,0,5272,38,627,905,820,973,193,68,car
37268,7,car,8,0,5272,25,1153,901,1344,979,191,78,car
37269,8,car,9,1,5272,19,1280,902,1421,973,141,71,car
37270,9,car,10,1,5272,21,1370,901,1507,971,137,70,car
37271,10,person,11,0,5272,18,1561,875,1594,947,33,72,person
37272,14,car,15,1,5274,20,0,1291,813,1534,813,243,car
37273,27,person,28,0,5276,18,807,691,823,721,16,30,person
37274,0,person,1,0,5278,35,1468,1014,1833,1750,365,736,person
37275,1,car,2,1,5278,36,1382,1201,2108,1750,726,549,car
37276,0,car,1,0,23049,33,728,567,926,722,198,155,car
37277,16,car,17,1,23049,30,824,545,956,595,132,50,car
37278,24,person,25,0,23049,22,557,544,576,590,19,46,person
37279,25,person,26,0,23049,28,689,540,723,625,34,85,person
37280,28,bench,29,0,23049,18,892,582,935,626,43,44,bench
37281,29,bench,30,0,23049,30,933,604,1000,668,67,64,bench
37282,12,person,13,1,23050,19,206,520,219,562,13,42,person
37283,13,person,14,0,23050,17,471,527,477,553,6,26,person
37284,14,person,15,0,23050,18,920,546,926,567,6,21,person
37285,15,person,16,0,23050,19,949,547,956,570,7,23,person
37286,9,person,10,0,23051,15,12,622,19,641,7,19,person
37287,0,person,1,1,23055,83,67,177,628,683,561,506,person
37288,7,window,8,0,5310,16,98,106,143,143,45,37,window
37289,4,car,5,0,5312,16,84,280,122,296,38,16,car
37290,5,car,6,0,5312,23,22,276,78,299,56,23,car
37291,5,person,6,1,5313,23,33,318,55,334,22,16,person
37292,7,person,8,1,5317,23,128,398,213,568,85,170,person
37293,8,person,9,1,5317,24,197,363,275,570,78,207,person
37294,9,person,10,1,5317,16,249,372,295,486,46,114,person
37295,10,person,11,1,5317,20,303,422,382,570,79,148,person
37296,11,person,11,0,5321,29,204,1102,336,1354,132,252,person
37297,6,person,7,1,97,44,206,73,311,234,105,161,person
37298,7,chair,8,0,97,21,11,136,46,175,35,39,chair
37299,8,person,9,1,98,60,133,176,526,480,393,304,person
37300,10,person,11,0,99,49,136,204,177,364,41,160,person
37301,13,person,14,1,100,68,305,75,516,412,211,337,person
37302,0,person,1,1,5367,24,103,135,147,200,44,65,person
37303,17,car,18,1,5370,17,2,680,200,846,198,166,car
37304,18,car,19,1,5370,15,1191,655,1421,753,230,98,car
37305,20,car,21,0,5370,29,969,720,1449,885,480,165,car
37306,17,car,18,0,5371,27,1878,825,2174,922,296,97,car
37307,4,car,5,0,23070,76,414,332,1016,570,602,238,car
37308,6,person,7,0,23071,122,88,160,585,1023,497,863,person
37309,7,person,8,1,23071,45,315,414,515,748,200,334,person
37310,13,table,14,0,23075,24,814,586,882,648,68,62,dining table
37311,16,chair,17,0,23075,23,677,613,725,664,48,51,chair
37312,17,sofa,18,0,23075,49,556,566,662,646,106,80,couch
37313,18,person,19,1,23075,24,567,568,616,615,49,47,person
37314,19,chair,20,0,23075,23,563,613,602,659,39,46,chair
37315,12,door,13,0,5441,19,832,1117,1111,1433,279,316,door
37316,3,person,4,1,5447,17,0,34,26,76,26,42,person
37317,2,person,3,1,5448,19,0,26,73,213,73,187,person
37318,3,person,4,1,5448,18,290,0,385,107,95,107,person
37319,7,bird,6,0,5455,18,173,220,231,274,58,54,bird
37320,10,bird,9,0,5455,21,39,269,142,374,103,105,bird
37321,15,bird,14,0,5455,28,273,328,388,442,115,114,bird
37322,16,bird,15,0,5455,15,367,361,402,418,35,57,bird
37323,19,bird,18,0,5455,48,234,292,342,369,108,77,bird
37324,20,bird,19,0,5455,27,486,421,513,468,27,47,bird
37325,21,bird,20,0,5455,28,180,295,211,344,31,49,bird
37326,22,bird,21,0,5455,26,383,295,401,350,18,55,bird
37327,23,bird,22,0,5455,30,470,177,502,236,32,59,bird
37328,9,bird,10,0,5456,21,166,217,211,275,45,58,bird
37329,10,bird,11,0,5456,36,482,245,553,462,71,217,bird
37330,11,bird,12,0,5456,23,584,317,699,440,115,123,bird
37331,13,bird,14,0,5456,19,239,200,266,234,27,34,bird
37332,14,bird,15,0,5456,16,216,194,236,233,20,39,bird
37333,15,bird,16,0,5456,15,26,204,59,238,33,34,bird
37334,0,bowl,1,0,5459,16,147,116,211,160,64,44,bowl
37335,1,pot,2,0,5459,22,18,28,59,86,41,58,potted plant
37336,6,person,7,1,5459,64,168,0,299,219,131,219,person
37337,8,sheep,9,0,5461,34,394,913,648,1173,254,260,sheep
37338,9,sheep,10,0,5461,33,663,939,894,1198,231,259,sheep
37339,10,sheep,11,0,5461,23,881,913,1060,1186,179,273,sheep
37340,4,window,5,0,564,20,108,165,125,182,17,17,window
37341,14,person,15,0,5567,17,306,449,327,482,21,33,person
37342,15,person,16,0,5567,19,285,444,313,477,28,33,person
37343,16,window,17,0,5574,16,101,71,120,106,19,35,window
37344,10,person,10,1,24900,39,397,829,503,1024,106,195,person
37345,11,person,11,1,24900,24,554,873,646,1022,92,149,person
37346,12,person,12,1,24900,29,626,861,718,1022,92,161,person
37347,13,person,13,1,24900,16,718,878,767,1024,49,146,person
37348,14,person,14,0,24900,31,361,741,388,819,27,78,person
37349,15,person,15,0,24900,23,340,734,364,813,24,79,person
37350,16,person,16,0,24900,30,290,740,318,810,28,70,person
37351,17,person,17,0,24900,25,258,739,286,831,28,92,person
37352,18,person,18,0,24900,30,228,711,261,807,33,96,person
37353,19,person,19,0,24900,34,203,720,238,802,35,82,person
37354,20,person,20,0,24900,17,290,688,304,714,14,26,person
37355,21,person,21,0,24900,16,412,716,422,747,10,31,person
37356,22,person,22,1,24900,30,463,757,504,866,41,109,person
37357,23,person,23,0,24900,47,495,767,532,872,37,105,person
37358,24,person,24,0,24900,36,526,768,557,869,31,101,person
37359,25,person,25,0,24900,48,556,774,590,877,34,103,person
37360,26,person,26,0,24900,46,578,782,614,883,36,101,person
37361,27,person,27,1,24900,37,601,766,630,875,29,109,person
37362,28,person,28,1,24900,32,617,784,643,875,26,91,person
37363,29,backpack,29,0,24900,16,470,771,495,804,25,33,backpack
37364,31,person,31,1,24900,30,641,783,665,870,24,87,person
37365,32,person,32,1,24900,16,650,771,665,826,15,55,person
37366,33,person,33,1,24900,37,679,784,721,898,42,114,person
37367,34,person,34,0,24900,38,708,790,738,891,30,101,person
37368,36,person,36,1,24900,22,549,750,574,776,25,26,person
37369,43,table,43,0,24900,16,1,800,49,843,48,43,dining table
37370,44,chair,44,0,24900,22,3,815,47,867,44,52,chair
37371,45,person,45,0,24900,20,462,706,472,734,10,28,person
37372,46,person,46,0,24900,19,456,706,463,732,7,26,person
37373,47,person,47,0,24900,18,227,667,237,692,10,25,person
37374,48,person,48,0,24900,19,220,666,230,691,10,25,person
37375,49,person,49,0,24900,15,266,640,273,657,7,17,person
37376,50,person,50,0,24900,38,160,693,180,749,20,56,person
37377,51,person,51,1,24900,17,139,692,155,721,16,29,person
37378,52,person,52,0,24900,26,184,681,195,712,11,31,person
37379,53,person,53,0,24900,33,118,673,131,708,13,35,person
37380,56,person,56,0,24900,15,191,659,199,680,8,21,person
37381,58,person,58,0,24900,17,153,677,161,708,8,31,person
37382,60,person,60,0,24900,18,137,625,146,644,9,19,person
37383,62,person,62,1,24900,16,97,664,108,685,11,21,person
37384,64,person,64,1,24900,16,67,652,78,676,11,24,person
37385,70,person,70,1,24900,15,18,643,28,659,10,16,person
37386,71,person,71,0,24900,19,12,609,20,629,8,20,person
37387,94,clock,94,0,24900,16,648,436,687,477,39,41,clock
37388,96,person,96,0,24900,16,245,631,254,639,9,8,person
37389,5,door,6,0,24902,41,483,470,684,655,201,185,door
37390,18,person,18,0,24904,31,231,511,267,608,36,97,person
37391,11,person,12,0,24907,30,397,647,429,754,32,107,person
37392,12,person,13,0,24907,31,649,641,677,730,28,89,person
37393,13,person,14,0,24907,33,680,631,720,731,40,100,person
37394,14,table,15,0,24907,18,762,663,831,714,69,51,dining table
37395,15,person,16,0,24907,27,887,612,914,703,27,91,person
37396,16,person,17,0,24907,25,859,634,892,700,33,66,person
37397,17,person,18,1,24907,23,809,621,839,697,30,76,person
37398,18,person,19,0,24907,29,297,644,333,767,36,123,person
37399,19,person,20,0,24907,38,252,656,301,767,49,111,person
37400,20,person,21,0,24907,29,369,663,395,733,26,70,person
37401,21,clock,22,0,24907,16,734,373,777,416,43,43,clock
37402,22,person,23,1,24907,27,12,656,81,767,69,111,person
37403,23,person,24,0,24907,25,133,650,173,767,40,117,person
37404,24,person,25,0,24907,24,103,657,138,767,35,110,person
37405,25,person,26,0,24907,28,228,678,255,763,27,85,person
37406,26,person,27,0,24907,27,176,686,212,764,36,78,person
37407,28,person,29,0,24907,18,495,654,510,704,15,50,person
37408,7,bus,8,0,24908,16,315,816,419,854,104,38,bus
37409,20,car,21,1,24908,43,901,813,967,841,66,28,car
37410,24,person,25,0,24908,22,910,815,927,860,17,45,person
37411,25,person,26,0,24908,23,926,814,941,861,15,47,person
37412,2,bird,3,0,24912,19,770,114,783,136,13,22,bird
37413,3,bird,4,0,24912,19,716,46,736,67,20,21,bird
37414,5,car,6,0,24914,22,0,760,179,937,179,177,car
37415,6,car,7,1,24914,27,97,712,238,861,141,149,car
37416,7,car,8,1,24914,22,213,718,324,812,111,94,car
37417,8,car,9,1,24914,31,265,722,422,848,157,126,car
37418,9,car,10,0,24914,29,289,761,481,932,192,171,car
37419,10,car,11,1,24914,25,456,741,588,868,132,127,car
37420,11,car,12,1,24914,18,626,720,767,818,141,98,car
37421,12,car,13,0,24914,25,520,753,767,921,247,168,car
